FoodCategory,FoodItem,per100grams,Cals_per100grams,KJ_per100grams,Image
CannedFruit,Applesauce,100g,62 cal,260 kJ,https://images.albertsons-media.com/is/image/ABS/122100010
CannedFruit,Canned Apricots,100g,48 cal,202 kJ,https://images.albertsons-media.com/is/image/ABS/122550010
CannedFruit,Canned Blackberries,100g,92 cal,386 kJ,https://images.albertsons-media.com/is/image/ABS/960277135
CannedFruit,Canned Blueberries,100g,88 cal,370 kJ,https://images.albertsons-media.com/is/image/ABS/960569301
CannedFruit,Canned Cherries,100g,54 cal,227 kJ,https://images.albertsons-media.com/is/image/ABS/960178007
CannedFruit,Canned Cranberries,100g,178 cal,748 kJ,https://images.albertsons-media.com/is/image/ABS/122500039
CannedFruit,Canned Crushed Pineapple,100g,53 cal,223 kJ,https://images.albertsons-media.com/is/image/ABS/122400008
CannedFruit,Canned Figs,100g,107 cal,449 kJ,https://images.albertsons-media.com/is/image/ABS/960519039
CannedFruit,Canned Fruit Cocktail,100g,81 cal,340 kJ,https://images.albertsons-media.com/is/image/ABS/122250016
CannedFruit,Canned Fruit Salad,100g,50 cal,210 kJ,https://images.albertsons-media.com/is/image/ABS/122250016
CannedFruit,Canned Gooseberries,100g,73 cal,307 kJ,
CannedFruit,Canned Grapefruit,100g,37 cal,155 kJ,https://images.albertsons-media.com/is/image/ABS/960312480
CannedFruit,Canned Grapes,100g,76 cal,319 kJ,https://images.albertsons-media.com/is/image/ABS/122250024
CannedFruit,Canned Mandarin Oranges,100g,71 cal,298 kJ,https://images.albertsons-media.com/is/image/ABS/122550001
CannedFruit,Canned Mango,100g,65 cal,273 kJ,https://images.albertsons-media.com/is/image/ABS/960450550
CannedFruit,Canned Mangosteen,100g,73 cal,307 kJ,https://images.albertsons-media.com/is/image/ABS/960053048
CannedFruit,Canned Mixed Fruit,100g,71 cal,298 kJ,https://images.albertsons-media.com/is/image/ABS/122300016
CannedFruit,Canned Morello Cherries,100g,81 cal,340 kJ,https://images.albertsons-media.com/is/image/ABS/970002886
CannedFruit,Canned Oranges,100g,62 cal,260 kJ,https://images.albertsons-media.com/is/image/ABS/122550001
CannedFruit,Canned Peaches,100g,54 cal,227 kJ,https://images.albertsons-media.com/is/image/ABS/122150051
CannedFruit,Canned Pears,100g,35 cal,147 kJ,https://images.albertsons-media.com/is/image/ABS/122200026
CannedFruit,Canned Pineapple,100g,60 cal,252 kJ,https://images.albertsons-media.com/is/image/ABS/122400007
CannedFruit,Canned Plums,100g,58 cal,244 kJ,https://images.albertsons-media.com/is/image/ABS/121300046
CannedFruit,Canned Raspberries,100g,91 cal,382 kJ,https://images.albertsons-media.com/is/image/ABS/960312481
CannedFruit,Canned Sliced Pineapple,100g,53 cal,223 kJ,https://images.albertsons-media.com/is/image/ABS/122400006
CannedFruit,Canned Sour Cherries,100g,114 cal,479 kJ,https://images.albertsons-media.com/is/image/ABS/960312804
CannedFruit,Canned Strawberries,100g,92 cal,386 kJ,https://images.albertsons-media.com/is/image/ABS/970126086
CannedFruit,Canned Tangerines,100g,61 cal,256 kJ,https://images.albertsons-media.com/is/image/ABS/122250024
CannedFruit,Dried Fruit,100g,243 cal,1021 kJ,https://images.albertsons-media.com/is/image/ABS/960118931
Fruits,Acai,100g,70 cal,294 kJ,https://images.albertsons-media.com/is/image/ABS/970013722
Fruits,Apple,100g,52 cal,218 kJ,https://images.albertsons-media.com/is/image/ABS/184020020
Fruits,Applesauce,100g,68 cal,286 kJ,https://images.albertsons-media.com/is/image/ABS/122100010
Fruits,Apricot,100g,48 cal,202 kJ,https://images.albertsons-media.com/is/image/ABS/960317301
Fruits,Avocado,100g,160 cal,672 kJ,https://images.albertsons-media.com/is/image/ABS/184040158
Fruits,Banana,100g,89 cal,374 kJ,https://images.albertsons-media.com/is/image/ABS/184060007
Fruits,Blackberries,100g,43 cal,181 kJ,https://images.albertsons-media.com/is/image/ABS/184070027
Fruits,Blood Oranges,100g,50 cal,210 kJ,https://images.albertsons-media.com/is/image/ABS/184080079
Fruits,Blueberries,100g,57 cal,239 kJ,https://images.albertsons-media.com/is/image/ABS/960015089
Fruits,Cantaloupe,100g,34 cal,143 kJ,https://images.albertsons-media.com/is/image/ABS/184110201
Fruits,Cherries,100g,50 cal,210 kJ,https://images.albertsons-media.com/is/image/ABS/184140091
Fruits,Clementine,100g,47 cal,197 kJ,https://images.albertsons-media.com/is/image/ABS/960021862
Fruits,Cranberries,100g,46 cal,193 kJ,https://images.albertsons-media.com/is/image/ABS/960157409
Fruits,Currants,100g,56 cal,235 kJ,https://images.albertsons-media.com/is/image/ABS/960516076
Fruits,Custard Apple,100g,101 cal,424 kJ,https://images.albertsons-media.com/is/image/ABS/960442558
Fruits,Dates,100g,282 cal,1184 kJ,https://images.albertsons-media.com/is/image/ABS/960147568
Fruits,Figs,100g,74 cal,311 kJ,https://images.albertsons-media.com/is/image/ABS/960166981
Fruits,Fruit salad,100g,50 cal,210 kJ,https://images.albertsons-media.com/is/image/ABS/960444575
Fruits,Grapes,100g,69 cal,290 kJ,https://images.albertsons-media.com/is/image/ABS/184100014
Fruits,Greengage,100g,41 cal,172 kJ,
Fruits,Guava,100g,68 cal,286 kJ,https://images.albertsons-media.com/is/image/ABS/184150273
Fruits,Jackfruit,100g,95 cal,399 kJ,https://images.albertsons-media.com/is/image/ABS/960225259
Fruits,Jujube,100g,79 cal,332 kJ,https://images.albertsons-media.com/is/image/ABS/105300031
Fruits,Kiwi,100g,61 cal,256 kJ,https://images.albertsons-media.com/is/image/ABS/960186386
Fruits,Lemon,100g,29 cal,122 kJ,https://images.albertsons-media.com/is/image/ABS/184080250
Fruits,Lime,100g,30 cal,126 kJ,https://images.albertsons-media.com/is/image/ABS/184080409
Fruits,Lychees,100g,66 cal,277 kJ,https://images.albertsons-media.com/is/image/ABS/184150314
Fruits,Mandarin Oranges,100g,53 cal,223 kJ,https://images.albertsons-media.com/is/image/ABS/122550001
Fruits,Mango,100g,60 cal,252 kJ,https://images.albertsons-media.com/is/image/ABS/184150286
Fruits,Minneola,100g,64 cal,269 kJ,https://images.albertsons-media.com/is/image/ABS/970003137
Fruits,Mulberries,100g,43 cal,181 kJ,https://images.albertsons-media.com/is/image/ABS/960289659
Fruits,Nectarine,100g,44 cal,185 kJ,https://images.albertsons-media.com/is/image/ABS/184140162
Fruits,Olives,100g,115 cal,483 kJ,https://images.albertsons-media.com/is/image/ABS/960107666
Fruits,Orange,100g,47 cal,197 kJ,https://images.albertsons-media.com/is/image/ABS/184080188
Fruits,Papaya,100g,43 cal,181 kJ,https://images.albertsons-media.com/is/image/ABS/184150280
Fruits,Passion Fruit,100g,97 cal,407 kJ,https://images.albertsons-media.com/is/image/ABS/184150218
Fruits,Peach,100g,39 cal,164 kJ,https://images.albertsons-media.com/is/image/ABS/184140090
Fruits,Pear,100g,57 cal,239 kJ,https://images.albertsons-media.com/is/image/ABS/184120604
Fruits,Persimmon,100g,127 cal,533 kJ,https://images.albertsons-media.com/is/image/ABS/184130645
Fruits,Physalis,100g,49 cal,206 kJ,
Fruits,Pineapple,100g,50 cal,210 kJ,https://images.albertsons-media.com/is/image/ABS/184150173
Fruits,Plantains,100g,122 cal,512 kJ,https://images.albertsons-media.com/is/image/ABS/184060005
Fruits,Plum,100g,46 cal,193 kJ,https://images.albertsons-media.com/is/image/ABS/184140160
Fruits,Pomegranate,100g,83 cal,349 kJ,https://images.albertsons-media.com/is/image/ABS/960458363
Fruits,Quince,100g,57 cal,239 kJ,https://images.albertsons-media.com/is/image/ABS/184150360
Fruits,Raisins,100g,299 cal,1256 kJ,https://images.albertsons-media.com/is/image/ABS/960068918
Fruits,Rambutan,100g,82 cal,344 kJ,https://images.albertsons-media.com/is/image/ABS/184150260
Fruits,Raspberries,100g,52 cal,218 kJ,https://images.albertsons-media.com/is/image/ABS/960013615
Fruits,Rhubarb,100g,21 cal,88 kJ,https://images.albertsons-media.com/is/image/ABS/184530003
Fruits,Starfruit,100g,31 cal,130 kJ,https://images.albertsons-media.com/is/image/ABS/184150219
Fruits,Strawberries,100g,32 cal,134 kJ,https://images.albertsons-media.com/is/image/ABS/184070124
Fruits,Tamarind,100g,239 cal,1004 kJ,https://images.albertsons-media.com/is/image/ABS/184150337
Fruits,Tangerine,100g,53 cal,223 kJ,https://images.albertsons-media.com/is/image/ABS/960316105
Fruits,Watermelon,100g,30 cal,126 kJ,https://images.albertsons-media.com/is/image/ABS/184110040
Tropical&ExoticFruits,Acerola,100g,32 cal,134 kJ,https://images.albertsons-media.com/is/image/ABS/970111494
Tropical&ExoticFruits,Asian Pear,100g,42 cal,176 kJ,https://images.albertsons-media.com/is/image/ABS/960029447
Tropical&ExoticFruits,Avocado,100g,160 cal,672 kJ,https://images.albertsons-media.com/is/image/ABS/184040158
Tropical&ExoticFruits,Banana,100g,89 cal,374 kJ,https://images.albertsons-media.com/is/image/ABS/184060007
Tropical&ExoticFruits,Breadfruit,100g,103 cal,433 kJ,https://images.albertsons-media.com/is/image/ABS/960489410
Tropical&ExoticFruits,Cantaloupe Melon,100g,34 cal,143 kJ,https://images.albertsons-media.com/is/image/ABS/184110201
Tropical&ExoticFruits,Casaba Melon,100g,28 cal,118 kJ,https://images.albertsons-media.com/is/image/ABS/184110063
Tropical&ExoticFruits,Cherimoya,100g,75 cal,315 kJ,https://images.albertsons-media.com/is/image/ABS/184150183
Tropical&ExoticFruits,Dragon Fruit,100g,60 cal,252 kJ,https://images.albertsons-media.com/is/image/ABS/184150261
Tropical&ExoticFruits,Durian,100g,147 cal,617 kJ,
Tropical&ExoticFruits,Feijoa,100g,55 cal,231 kJ,https://images.albertsons-media.com/is/image/ABS/960081023
Tropical&ExoticFruits,Galia Melon,100g,23 cal,97 kJ,https://images.albertsons-media.com/is/image/ABS/960018304
Tropical&ExoticFruits,Grapefruit,100g,42 cal,176 kJ,https://images.albertsons-media.com/is/image/ABS/184080235
Tropical&ExoticFruits,Guava,100g,68 cal,286 kJ,https://images.albertsons-media.com/is/image/ABS/184150273
Tropical&ExoticFruits,Honeydew,100g,36 cal,151 kJ,https://images.albertsons-media.com/is/image/ABS/184110205
Tropical&ExoticFruits,Jackfruit,100g,95 cal,399 kJ,https://images.albertsons-media.com/is/image/ABS/960225259
Tropical&ExoticFruits,Kiwi,100g,61 cal,256 kJ,https://images.albertsons-media.com/is/image/ABS/960186386
Tropical&ExoticFruits,Kumquat,100g,71 cal,298 kJ,
Tropical&ExoticFruits,Lychee,100g,66 cal,277 kJ,https://images.albertsons-media.com/is/image/ABS/184150314
Tropical&ExoticFruits,Mandarin Oranges,100g,53 cal,223 kJ,https://images.albertsons-media.com/is/image/ABS/122550001
Tropical&ExoticFruits,Mango,100g,60 cal,252 kJ,https://images.albertsons-media.com/is/image/ABS/184150286
Tropical&ExoticFruits,Mangosteen,100g,73 cal,307 kJ,https://images.albertsons-media.com/is/image/ABS/960053048
Tropical&ExoticFruits,Maracuya,100g,97 cal,407 kJ,https://images.albertsons-media.com/is/image/ABS/960078674
Tropical&ExoticFruits,Maraschino Cherries,100g,165 cal,693 kJ,https://images.albertsons-media.com/is/image/ABS/960275789
Tropical&ExoticFruits,Muskmelon,100g,34 cal,143 kJ,https://images.albertsons-media.com/is/image/ABS/142050085
Tropical&ExoticFruits,Noni,100g,53 cal,223 kJ,https://images.albertsons-media.com/is/image/ABS/960192895
Tropical&ExoticFruits,Passion Fruit,100g,97 cal,407 kJ,https://images.albertsons-media.com/is/image/ABS/184150218
Tropical&ExoticFruits,Pineapple,100g,50 cal,210 kJ,https://images.albertsons-media.com/is/image/ABS/184150173
Tropical&ExoticFruits,Pink Grapefruit,100g,42 cal,176 kJ,https://images.albertsons-media.com/is/image/ABS/960016486
Tropical&ExoticFruits,Plantain,100g,122 cal,512 kJ,https://images.albertsons-media.com/is/image/ABS/184060005
Tropical&ExoticFruits,Pomegranate,100g,83 cal,349 kJ,https://images.albertsons-media.com/is/image/ABS/960458363
Tropical&ExoticFruits,Pomelo,100g,38 cal,160 kJ,https://images.albertsons-media.com/is/image/ABS/189051781
Tropical&ExoticFruits,Prickly Pear,100g,41 cal,172 kJ,https://images.albertsons-media.com/is/image/ABS/960246559
Tropical&ExoticFruits,Rambutan,100g,82 cal,344 kJ,https://images.albertsons-media.com/is/image/ABS/184150260
Tropical&ExoticFruits,Sapodilla,100g,83 cal,349 kJ,
Tropical&ExoticFruits,Soursop Fruit,100g,66 cal,277 kJ,https://images.albertsons-media.com/is/image/ABS/960494220
Tropical&ExoticFruits,Star Fruit,100g,31 cal,130 kJ,https://images.albertsons-media.com/is/image/ABS/184150219
Tropical&ExoticFruits,Tamarind,100g,239 cal,1004 kJ,https://images.albertsons-media.com/is/image/ABS/184150337
Tropical&ExoticFruits,Watermelon,100g,30 cal,126 kJ,https://images.albertsons-media.com/is/image/ABS/184110040
PotatoProducts,All-blue Potatoes,100g,61 cal,256 kJ,https://images.albertsons-media.com/is/image/ABS/960191574
PotatoProducts,Baked Potato,100g,93 cal,391 kJ,https://images.albertsons-media.com/is/image/ABS/970111769
PotatoProducts,Boiled Potatoes,100g,87 cal,365 kJ,https://images.albertsons-media.com/is/image/ABS/970122998
PotatoProducts,Cassava,100g,160 cal,672 kJ,https://images.albertsons-media.com/is/image/ABS/147010654
PotatoProducts,Croquettes,100g,127 cal,533 kJ,
PotatoProducts,Dumpling Dough,100g,124 cal,521 kJ,https://images.albertsons-media.com/is/image/ABS/960437517
PotatoProducts,Dumplings,100g,124 cal,521 kJ,https://images.albertsons-media.com/is/image/ABS/960088433
PotatoProducts,French Fingerling Potatoes,100g,82 cal,344 kJ,https://images.albertsons-media.com/is/image/ABS/960191577
PotatoProducts,French Fries,100g,312 cal,1310 kJ,https://images.albertsons-media.com/is/image/ABS/147150027
PotatoProducts,Fried Potatoes,100g,312 cal,1310 kJ,https://images.albertsons-media.com/is/image/ABS/960223098
PotatoProducts,Gnocchi,100g,133 cal,559 kJ,https://images.albertsons-media.com/is/image/ABS/960472313
PotatoProducts,Japanese Sweet Potatoes,100g,87 cal,365 kJ,https://images.albertsons-media.com/is/image/ABS/184580032
PotatoProducts,Marrow Dumplings,100g,424 cal,1781 kJ,https://images.albertsons-media.com/is/image/ABS/960280197
PotatoProducts,Mashed Potatoes,100g,89 cal,374 kJ,https://images.albertsons-media.com/is/image/ABS/188890192
PotatoProducts,Norland Red Potatoes,100g,89 cal,374 kJ,https://images.albertsons-media.com/is/image/ABS/960138289
PotatoProducts,Omelette,100g,154 cal,647 kJ,https://images.albertsons-media.com/is/image/ABS/970008485
PotatoProducts,Potato,100g,77 cal,323 kJ,https://images.albertsons-media.com/is/image/ABS/184500035
PotatoProducts,Potato Dumpling,100g,124 cal,521 kJ,https://images.albertsons-media.com/is/image/ABS/960040201
PotatoProducts,Potato Fritter,100g,185 cal,777 kJ,https://images.albertsons-media.com/is/image/ABS/960140578
PotatoProducts,Potato Gratin,100g,132 cal,554 kJ,https://images.albertsons-media.com/is/image/ABS/960319156
PotatoProducts,Potato Pancakes,100g,268 cal,1126 kJ,https://images.albertsons-media.com/is/image/ABS/147150102
PotatoProducts,Potato Salad,100g,143 cal,601 kJ,https://images.albertsons-media.com/is/image/ABS/182050418
PotatoProducts,Potato Starch,100g,331 cal,1390 kJ,https://images.albertsons-media.com/is/image/ABS/960321347
PotatoProducts,Potato Sticks,100g,522 cal,2192 kJ,https://images.albertsons-media.com/is/image/ABS/960515726
PotatoProducts,Potato Waffles,100g,167 cal,701 kJ,https://images.albertsons-media.com/is/image/ABS/960080245
PotatoProducts,Potato Wedges,100g,123 cal,517 kJ,https://images.albertsons-media.com/is/image/ABS/147150117
PotatoProducts,Potatoes au Gratin,100g,132 cal,554 kJ,https://images.albertsons-media.com/is/image/ABS/960318767
PotatoProducts,Purple Majesty Potatoes,100g,72 cal,302 kJ,https://images.albertsons-media.com/is/image/ABS/960191574
PotatoProducts,Red Gold Potatoes,100g,89 cal,374 kJ,https://images.albertsons-media.com/is/image/ABS/960143719
PotatoProducts,Red Potatoes,100g,89 cal,374 kJ,https://images.albertsons-media.com/is/image/ABS/960138289
PotatoProducts,Roast Potatoes,100g,149 cal,626 kJ,https://images.albertsons-media.com/is/image/ABS/960325721
PotatoProducts,Rosemary Potatoes,100g,93 cal,391 kJ,https://images.albertsons-media.com/is/image/ABS/960325721
PotatoProducts,Rösti,100g,138 cal,580 kJ,https://images.albertsons-media.com/is/image/ABS/960491281
PotatoProducts,Russet Potatoes,100g,97 cal,407 kJ,https://images.albertsons-media.com/is/image/ABS/184500022
PotatoProducts,Russian Banana Potatoes,100g,67 cal,281 kJ,https://images.albertsons-media.com/is/image/ABS/121450026
PotatoProducts,Sweet Potato,100g,92 cal,386 kJ,https://images.albertsons-media.com/is/image/ABS/184580027
PotatoProducts,White Potatoes,100g,94 cal,395 kJ,https://images.albertsons-media.com/is/image/ABS/121500003
PotatoProducts,Yams,100g,116 cal,487 kJ,https://images.albertsons-media.com/is/image/ABS/184580027
PotatoProducts,Yukon Gold Potatoes,100g,82 cal,344 kJ,https://images.albertsons-media.com/is/image/ABS/960143719
Vegetables,Artichoke,100g,47 cal,197 kJ,https://images.albertsons-media.com/is/image/ABS/184250028
Vegetables,Arugula,100g,25 cal,105 kJ,https://images.albertsons-media.com/is/image/ABS/960032902
Vegetables,Asparagus,100g,20 cal,84 kJ,https://images.albertsons-media.com/is/image/ABS/184260003
Vegetables,Aubergine,100g,25 cal,105 kJ,https://images.albertsons-media.com/is/image/ABS/184370014
Vegetables,Beetroot,100g,43 cal,181 kJ,https://images.albertsons-media.com/is/image/ABS/184280002
Vegetables,Bell Pepper,100g,20 cal,84 kJ,https://images.albertsons-media.com/is/image/ABS/184480039
Vegetables,Black Olives,100g,115 cal,483 kJ,https://images.albertsons-media.com/is/image/ABS/960107666
Vegetables,Broccoli,100g,34 cal,143 kJ,https://images.albertsons-media.com/is/image/ABS/184290007
Vegetables,Brussels Sprouts,100g,43 cal,181 kJ,https://images.albertsons-media.com/is/image/ABS/184300031
Vegetables,Cabbage,100g,25 cal,105 kJ,https://images.albertsons-media.com/is/image/ABS/184310009
Vegetables,Capsicum,100g,27 cal,113 kJ,https://images.albertsons-media.com/is/image/ABS/184480005
Vegetables,Carrot,100g,41 cal,172 kJ,https://images.albertsons-media.com/is/image/ABS/960053953
Vegetables,Cauliflower,100g,25 cal,105 kJ,https://images.albertsons-media.com/is/image/ABS/184710093
Vegetables,Celery,100g,16 cal,67 kJ,https://images.albertsons-media.com/is/image/ABS/184340009
Vegetables,Chard,100g,19 cal,80 kJ,https://images.albertsons-media.com/is/image/ABS/184710336
Vegetables,Cherry Tomato,100g,100 cal,420 kJ,https://images.albertsons-media.com/is/image/ABS/970063786
Vegetables,Chicory,100g,72 cal,302 kJ,https://images.albertsons-media.com/is/image/ABS/970537915
Vegetables,Chinese Cabbage,100g,16 cal,67 kJ,https://images.albertsons-media.com/is/image/ABS/184310009
Vegetables,Chives,100g,30 cal,126 kJ,https://images.albertsons-media.com/is/image/ABS/184410540
Vegetables,Collard Greens,100g,32 cal,134 kJ,https://images.albertsons-media.com/is/image/ABS/184710491
Vegetables,Corn,100g,365 cal,1533 kJ,https://images.albertsons-media.com/is/image/ABS/184350009
Vegetables,Courgette,100g,17 cal,71 kJ,https://images.albertsons-media.com/is/image/ABS/960327398
Vegetables,Creamed Spinach,100g,74 cal,311 kJ,https://images.albertsons-media.com/is/image/ABS/970509985
Vegetables,Cucumber,100g,16 cal,67 kJ,https://images.albertsons-media.com/is/image/ABS/184360021
Vegetables,Eggplant,100g,25 cal,105 kJ,https://images.albertsons-media.com/is/image/ABS/184370014
Vegetables,Endive,100g,17 cal,71 kJ,https://images.albertsons-media.com/is/image/ABS/184420051
Vegetables,Fennel,100g,31 cal,130 kJ,https://images.albertsons-media.com/is/image/ABS/184410229
Vegetables,Garlic,100g,149 cal,626 kJ,https://images.albertsons-media.com/is/image/ABS/184390060
Vegetables,Gherkin,100g,14 cal,59 kJ,https://images.albertsons-media.com/is/image/ABS/107010074
Vegetables,Gourd,100g,14 cal,59 kJ,https://images.albertsons-media.com/is/image/ABS/970118181
Vegetables,Green Beans,100g,31 cal,130 kJ,https://images.albertsons-media.com/is/image/ABS/184270078
Vegetables,Green Olives,100g,115 cal,483 kJ,https://images.albertsons-media.com/is/image/ABS/960191709
Vegetables,Green Onion,100g,32 cal,134 kJ,https://images.albertsons-media.com/is/image/ABS/184380096
Vegetables,Horseradish,100g,48 cal,202 kJ,https://images.albertsons-media.com/is/image/ABS/138900053
Vegetables,Kale,100g,49 cal,206 kJ,https://images.albertsons-media.com/is/image/ABS/184710400
Vegetables,Kohlrabi,100g,27 cal,113 kJ,https://images.albertsons-media.com/is/image/ABS/184400028
Vegetables,Kumara,100g,86 cal,361 kJ,https://images.albertsons-media.com/is/image/ABS/970011367
Vegetables,Leek,100g,61 cal,256 kJ,https://images.albertsons-media.com/is/image/ABS/184710710
Vegetables,Lettuce,100g,15 cal,63 kJ,https://images.albertsons-media.com/is/image/ABS/184420001
Vegetables,Mushrooms,100g,22 cal,92 kJ,https://images.albertsons-media.com/is/image/ABS/960073827
Vegetables,Mustard Greens,100g,27 cal,113 kJ,https://images.albertsons-media.com/is/image/ABS/184400024
Vegetables,Nori,100g,35 cal,147 kJ,https://images.albertsons-media.com/is/image/ABS/970013283
Vegetables,Okra,100g,33 cal,139 kJ,https://images.albertsons-media.com/is/image/ABS/960168250
Vegetables,Olives,100g,115 cal,483 kJ,https://images.albertsons-media.com/is/image/ABS/960107666
Vegetables,Onion,100g,40 cal,168 kJ,https://images.albertsons-media.com/is/image/ABS/184450054
Vegetables,Parsnips,100g,75 cal,315 kJ,https://images.albertsons-media.com/is/image/ABS/184540064
Vegetables,Peas,100g,81 cal,340 kJ,https://images.albertsons-media.com/is/image/ABS/147010082
Vegetables,Pepper,100g,27 cal,113 kJ,https://images.albertsons-media.com/is/image/ABS/184480039
Vegetables,Potato,100g,77 cal,323 kJ,https://images.albertsons-media.com/is/image/ABS/184500035
Vegetables,Pumpkin,100g,26 cal,109 kJ,https://images.albertsons-media.com/is/image/ABS/970114678
Vegetables,Radishes,100g,16 cal,67 kJ,https://images.albertsons-media.com/is/image/ABS/184710198
Vegetables,Red Cabbage,100g,31 cal,130 kJ,https://images.albertsons-media.com/is/image/ABS/184310014
Vegetables,Rutabaga,100g,38 cal,160 kJ,https://images.albertsons-media.com/is/image/ABS/184540045
Vegetables,Shallots,100g,72 cal,302 kJ,https://images.albertsons-media.com/is/image/ABS/184460019
Vegetables,Spinach,100g,23 cal,97 kJ,https://images.albertsons-media.com/is/image/ABS/960469903
Vegetables,Squash,100g,45 cal,189 kJ,https://images.albertsons-media.com/is/image/ABS/184560100
Vegetables,Sweet Potato,100g,86 cal,361 kJ,https://images.albertsons-media.com/is/image/ABS/184580027
Vegetables,Tomato,100g,18 cal,76 kJ,https://images.albertsons-media.com/is/image/ABS/184570063
Vegetables,Turnip Greens,100g,20 cal,84 kJ,https://images.albertsons-media.com/is/image/ABS/184400064
Vegetables,Turnips,100g,28 cal,118 kJ,https://images.albertsons-media.com/is/image/ABS/960060951
Vegetables,Wasabi,100g,109 cal,458 kJ,https://images.albertsons-media.com/is/image/ABS/127051365
Vegetables,Winter Squash,100g,34 cal,143 kJ,https://images.albertsons-media.com/is/image/ABS/970371893
Vegetables,Zucchini,100g,17 cal,71 kJ,https://images.albertsons-media.com/is/image/ABS/184560105
FastFood,Arby’s Grand Turkey Club,100g,210 cal,882 kJ,https://images.albertsons-media.com/is/image/ABS/960157863
FastFood,Arby’s Reuben,100g,208 cal,874 kJ,https://images.albertsons-media.com/is/image/ABS/960227506
FastFood,Arby’s Roast Beef Classic,100g,234 cal,983 kJ,https://images.albertsons-media.com/is/image/ABS/188020220
FastFood,Arby’s Roast Beef Max,100g,234 cal,983 kJ,https://images.albertsons-media.com/is/image/ABS/188020220
FastFood,BBQ Rib,100g,212 cal,890 kJ,https://images.albertsons-media.com/is/image/ABS/960428062
FastFood,Bean Burrito,100g,200 cal,840 kJ,https://images.albertsons-media.com/is/image/ABS/960018295
FastFood,Big N’ Tasty,100g,223 cal,937 kJ,
FastFood,Bratwurst,100g,333 cal,1399 kJ,https://images.albertsons-media.com/is/image/ABS/188590329
FastFood,Burger King Angry Whopper,100g,255 cal,1071 kJ,https://images.albertsons-media.com/is/image/ABS/970308400
FastFood,Burger King Double Whopper,100g,239 cal,1004 kJ,https://images.albertsons-media.com/is/image/ABS/970308400
FastFood,Burger King Double Whopper with Cheese,100g,249 cal,1046 kJ,https://images.albertsons-media.com/is/image/ABS/970308400
FastFood,Burger King Original Chicken Sandwich,100g,301 cal,1264 kJ,https://images.albertsons-media.com/is/image/ABS/960533538
FastFood,Burger King Premium Alaskan Fish Sandwich,100g,259 cal,1088 kJ,https://images.albertsons-media.com/is/image/ABS/960533539
FastFood,Burger King Triple Whopper,100g,269 cal,1130 kJ,https://images.albertsons-media.com/is/image/ABS/970308400
FastFood,Burger King Whopper,100g,231 cal,970 kJ,https://images.albertsons-media.com/is/image/ABS/970308400
FastFood,Burger King Whopper Jr.,100g,234 cal,983 kJ,https://images.albertsons-media.com/is/image/ABS/970308400
FastFood,Burger King Whopper with Cheese,100g,241 cal,1012 kJ,https://images.albertsons-media.com/is/image/ABS/970308400
FastFood,Cheeseburger,100g,263 cal,1105 kJ,https://images.albertsons-media.com/is/image/ABS/970003947
FastFood,Chicken Breast,100g,163 cal,685 kJ,https://images.albertsons-media.com/is/image/ABS/960082098
FastFood,Chicken Fajita,100g,147 cal,617 kJ,https://images.albertsons-media.com/is/image/ABS/960329473
FastFood,Chicken McNuggets,100g,302 cal,1268 kJ,https://images.albertsons-media.com/is/image/ABS/960314431
FastFood,Chicken Nuggets,100g,296 cal,1243 kJ,https://images.albertsons-media.com/is/image/ABS/960076778
FastFood,Chicken Pizziola,100g,141 cal,592 kJ,https://images.albertsons-media.com/is/image/ABS/960445879
FastFood,Chicken Sandwich,100g,241 cal,1012 kJ,https://images.albertsons-media.com/is/image/ABS/960533538
FastFood,Chicken Teriyaki Sandwich,100g,138 cal,580 kJ,https://images.albertsons-media.com/is/image/ABS/960533538
FastFood,Chicken Wings,100g,324 cal,1361 kJ,https://images.albertsons-media.com/is/image/ABS/188320021
FastFood,Chop Suey,100g,172 cal,722 kJ,https://images.albertsons-media.com/is/image/ABS/127050013
FastFood,Curly Fries,100g,311 cal,1306 kJ,https://images.albertsons-media.com/is/image/ABS/960080404
FastFood,Double Cheeseburger,100g,267 cal,1121 kJ,https://images.albertsons-media.com/is/image/ABS/960533839
FastFood,Egg Roll,100g,250 cal,1050 kJ,https://images.albertsons-media.com/is/image/ABS/960119025
FastFood,Falafel,100g,335 cal,1407 kJ,https://images.albertsons-media.com/is/image/ABS/127200857
FastFood,Filet-o-Fish,100g,282 cal,1184 kJ,
FastFood,Fish and Chips,100g,195 cal,819 kJ,https://images.albertsons-media.com/is/image/ABS/960052893
FastFood,Fish Sandwich,100g,273 cal,1147 kJ,https://images.albertsons-media.com/is/image/ABS/960062434
FastFood,French Fries,100g,312 cal,1310 kJ,https://images.albertsons-media.com/is/image/ABS/147150027
FastFood,Grilled Chicken Salad,100g,88 cal,370 kJ,https://images.albertsons-media.com/is/image/ABS/970098303
FastFood,Ham Sandwich,100g,241 cal,1012 kJ,https://images.albertsons-media.com/is/image/ABS/970123879
FastFood,Hamburger,100g,254 cal,1067 kJ,https://images.albertsons-media.com/is/image/ABS/960420338
FastFood,Hot Dog,100g,269 cal,1130 kJ,https://images.albertsons-media.com/is/image/ABS/188570015
FastFood,Italian BMT,100g,183 cal,769 kJ,https://images.albertsons-media.com/is/image/ABS/960511333
